9684	Embossing Press Operator
411	Crystal Grower
4836	Filling Station Equipment Mechanic
6453	Instructional Technology Coordinator
7932	State Highway Police Officer
-1	Foot Orthopedist
7597	Physical Education Instructor
-1	Restauranteur
-1	Lock Up Worker
5602	Railroad Transportation Signal Maintainer
-1	Dock Attendant
7135	Health Information Management Technician (HIM Tech)
-1	Bioengineer
-1	Process Artist
3131	Balloon Pilot
-1	Financial Agent
6327	Sheet Metal Work Furnace Installer
8253	Hot Air Furnace Installer Helper
2278	Wooden Tank Erector
-1	Panel Lay-Up Worker
-1	Spectacle Truer
-1	Rubber Liner
-1	Remnants Cutter
2959	Grinding Wheel Facer
2592	Cargo Station Worker
-1	Diversity Manager
-1	Fur Matcher
-1	Grazing Aide
-1	Ringman
4800	Marine Fuel Dock Attendant
1324	Finger Cobbler
-1	Export Freight Planner
5154	Linter Operator
-1	Multi-Share Program Coordinator
4652	Fur Blower Operator
627	Fruit Thinner
-1	Engine Testing Supervisor
7151	Car Driver
3319	Dairy Inspector
5261	Pharmaceutical Laboratory Technician
6932	Book Editor
-1	Biologist
196	Gutterman
2734	Right-of-Way Clearer
-1	Signal Helper
5056	Identification and Communications Supervisor
8650	Biodiesel Product Development Manager
-1	Bullet-Slug Casting Machine Operator
-1	Grove Worker
6992	Boilermaker Helper
9041	Boom Crane Operator
4091	Geriatric Physician
9123	Tape Rules Printing Machine Operator
8440	Field Crop Farmworker
7858	Western Philosophy Professor
4271	Block Mason
6325	Cone Operator
-1	Solar Maintenance Technician
-1	Commercial Equipment Sales Representative
-1	Saturation Equipment Operator
6071	Speech Correction Consultant
5891	Cutter Out
-1	Public Health Specialist
-1	Metal Slitter
6015	Pipe Smoker Machine Operator
216	Metal Lather
-1	Reference Assistant
-1	Car Lot Attendant
-1	Casting Finisher
-1	Silk Conditioner
4118	Plastic Jig and Fixture Builder
7601	Landscaping Specialist
7652	Wastewater Design Engineer
5957	Experimental Outboard Motors Mechanic
6374	Radiologic Technology Teacher
-1	Range Ecologist
2921	Professional Pugilist
2801	Auto Salvage Worker
-1	Snout Puller
8448	Small Unmanned Aircraft Systems Operator (sUAS Operator)
8073	Automotive Glass Mechanic (Auto Glass Mechanic)
7070	Staff Nurse Anesthetist
-1	Mechanical Service Specialist
-1	Paving Crew Member
9706	Customer Experience Manager
3776	Chiropractic Assistant
2491	Longshoreman
2375	Serials Librarian
3222	Rip Saw Operator
1948	Parts Expediter
7329	Hospice Social Worker
3828	EMS Driver (Emergency Medical Services Driver)
464	Bunch Trimmer Mold
6672	Geographic Information Systems Faculty Member (GIS Faculty Member)
8308	Special Investigator
-1	Yacht Hand
5634	Investigative Police Specialist
-1	Scales Inspector
8691	Clinical Full Professor
-1	Gasser Machine Operator
-1	Timber Hand
-1	Visor Installer
7731	Detention Officer
2764	Athletic Equipment Manager
5519	Planishing Hammer Operator
-1	Accordion Repairer
-1	Forest Manager
1647	Cooker Loader
-1	Tests Superintendent
6046	Air Traffic Controller (ATC)
-1	Vacuum Plastic Forming Machine Operator
567	Specimen Accessioner
-1	Denim Cutter
7071	Certified Registered Nurse Anesthetist (CRNA)
5542	Intervention Specialist
1085	Fire Extinguisher Charger
-1	Network Developer
-1	Ore Buyer
9392	Archaeologist
3989	Service Manager
7747	Airport Ramp Attendant
-1	Nanny
9007	Power Shovel Operator
2059	Beef Killer
1016	Cage Unloader
-1	Public Safety Telecommunicator
-1	Tuner
9725	Electromechanical Equipment Assembler
4253	Systems Integrator
-1	City Driver
9319	Automobile Engine Assembler
6493	Operations Label Clerk
3709	Painting Supervisor
5766	Transit Police Officer
-1	Patent Drafter
2137	Back Closer
4383	Cloth Stock Sorter
-1	Kiln Hand
-1	Ship Wirer
996	Vehicle Dismantler
8336	Sprinkler Helper
3118	Arabic Translator
6852	Rotor Wing Pilot
8767	Statistician
9715	Technical Services Manager
-1	Hand Profiler
-1	Blazer
-1	Licensed Cosmetologist
3980	Spring Manufacturing Setup Technician
9455	High School Business Teacher
-1	Jury Consultant
7943	Land Leases and Rentals Manager
-1	Ballast Regulator Operator
2210	Cable Puller
7901	Policeman
9573	Rolls Mill Operator
2628	Boiler Riveter
6502	IT Architect (Information Technology Architect)
8934	Solar Electrician
7771	Groundskeeper
9770	System Administrator (System Admin)
-1	General Radiologist
7430	English for Speakers of Other Languages Teacher (ESOL Teacher)
7810	Counsel
3043	Dishwasher
8815	Secondary School Technical Education Teacher
5960	Boat Builder
8672	Janitorial Maintenance Worker
9639	Communications Systems Technician
6875	Service Bartender
6422	Television Installer
5914	Hot Knife Cutter
9833	Internet Security Specialist
-1	Pediatric Vascular Surgeon
7450	Library Technical Assistant (LTA)
6702	Light Rail Transit Operator
-1	Spot Facer
2643	Routing Clerk
6521	Automobile Body Customizer
9565	Tool Profiling Machine Setup Operator
7603	Investments Advisor
2816	Telegraph Printer Mechanic
3339	Exhibition Designer
1692	Roller Bearing Inspector
-1	Sound Effects Person
5170	Cattle Inspector
-1	Patient Administration Specialist
1323	Quill Cleaner
1502	Clamp Carrier Operator
2443	Steeping Press Tender
1341	Diamond Merchant
6712	Real Estate Listing Consultant
2807	Agent Model
6508	Preform Plate Maker
2238	Catalyst Recovery Operator
-1	Bacteriology Technician
1486	Case Folder
-1	Pine Straw Gatherer
5880	Soliciting Freight Agent
-1	Ram Car Operator
-1	Light Air Defense Artillery Crewmember
2441	Workforce Services Representative
3650	Physical Aerodynamicist
-1	Knot Cutter
1613	Computer Forwarding System Markup Clerk (CFS Markup Clerk)
9786	Computer Customer Support Specialist
8174	Advertising Editor
5379	Oil Well Services Dispatcher
-1	Junk Removal Specialist
-1	Crystallography Teacher
7438	Garbage Truck Driver
721	Wool Grader
-1	Latin American Studies Professor
-1	Jigger Operator
2339	Sandblaster Supervisor
-1	Assistive Technology Trainer
1028	Box Stapler
6169	After School Coordinator
4317	Bath Steward
5211	Lunch Truck Driver
6145	Hydraulic Miner
7585	Computer Equipment Installer
2368	Double Needle Operator
9501	Saddle Stitch Operator
-1	Balancer
9838	Digital Forensic Analyst
5428	Data Analysis Assistant
-1	Forms Analyst
6529	County Coroner
9082	Facilities Engineer
2953	Rubber Mill Tender
-1	Furnace Builder
9281	Computer-Aided Design Technician (CAD Tech)
8100	Flight Operations Specialist
8957	Warehouse Worker
1312	Artificial Pearl Maker
-1	Balance Truing Inspector
-1	Oil Refinery Process Technician
-1	Executive Chauffeur
-1	Wardrobe Mistress
5219	Payroll Supervisor
8315	Crime Scene Technician
-1	Workers' Compensation Manager
3027	Chainsaw Technician
3683	Medical Orderly
9072	Farm Truck Driver
5701	Hot Plate Plywood Press Operator
8475	Instrument Maker and Repairer
3978	Vascular Ultrasound Technologist
-1	Cotton Wringer
-1	Ornamenter
4295	Yarn Spinner
2563	Roving Color Checker
-1	Electronic Coils Supervisor
-1	Regional Credit Officer
-1	Refractory Furnace Designer
6756	Psychiatric Nursing Aide
-1	Fashion Photographer
5864	Skin Care Therapist
5356	Automotive Vehicle Inspector
3767	Artist's Manager
3039	Set Up Inspector
1414	Ice Cream Freezer Assistant
5007	Casting Molder
6670	Photographic Machine Operator
8547	News Correspondent
-1	Lighting Designer
-1	Solar System Installer
2631	Juicer
4834	Aircraft Fueler
-1	Train Crew Member
-1	Reinforcing Rod Layer
6485	Instrument Assembly Supervisor
9385	Substitute Teacher Assistant
-1	Travertine Installer
-1	Film Specialist
-1	Hand Endband Cutter
-1	Canceling and Cutting Control Clerk
9663	Blow Molding Operator
848	Warp Hauler
6606	Oven Worker
8782	Field Environmental Technician (Field Environmental Tech)
-1	Hybrid Car Mechanic
2360	Cottage Supervisor
-1	Meat Scrubber
-1	Hair Boiler
3910	Line Feeder
1043	Bread Stacker
-1	Administrative Director
4522	Survey Worker
9208	Carton Making Machine Operator
-1	LAV Crewman
-1	Tank Hoop Bender
6048	Traffic Control Technician
5196	Casino Shift Manager (CSM)
3737	Test Car Driver
4245	Agricultural Research Director
9583	Numerical Control Machinist Operator
1438	Dissolver Operator
2381	Four-Slide Machine Setter
1332	Mud Logging Data Engineer
2969	Preventive Medicine Specialist
5169	Veterinary Livestock Inspector (Vet Livestock Inspector)
-1	Automatic Hemmer
602	Tube Balancer
2665	Grievance and Appeals Coordinator
-1	Police Communications Operator
-1	Laundry Route Driver
-1	Camera Machinist
1337	Deeds Recorder
5750	Clothes Presser
8373	Fire Marshall
9625	Core-Drill Operator
-1	Home Restoration Service Supervisor
5799	Waste Management Specialist
5734	Photo Printer
4314	Cat Groomer
9306	University Faculty Member
8265	Paratransit Bus Driver
7198	Physician Associate (PA)
5996	Bank Vault Custodian
-1	Bladder Tier
-1	CNC Turning Operator (Computer Numerical Control Turning Operator)
3155	Screw Machine Hand
7258	Engine Captain
125	Creeler
-1	Auto Roller
8410	Clinical Coordinator
1527	Aoc Operations - Intelligence Officer
-1	Wad Compressor Adjuster
1990	Mortar Maker
8775	Business Database Analyst
7174	Branch Office Manager
173	Meat Soaker
2751	Pickle Maker
-1	Smart Cellular Technician (Smart Cell Tech)
-1	Fish Cutter
-1	Coal Getter
2949	Commissary Production Supervisor
-1	Vamp Liner
-1	Conservation Educator
3295	Die Caster
4366	Nursing Services Administrator
6838	Publicity Manager
8700	AC Mechanic (Air Conditioning Mechanic)
-1	Spinning Room Worker
-1	Brainer
960	Motion Study Analyst
-1	Asphalt Raker
5267	Administrative Court Justice
4853	Mineral Surveyor
677	Office Messenger
-1	Hydrotel Operator
2773	Recreational Vehicle (RV) Repairer
-1	Gameroom Technician
9772	Network Services Specialist
7472	Sports Announcer
-1	Branch Operation Evaluation Manager
-1	Roofer Apprentice
-1	Lot Technician (Lot Tech)
-1	Continuity Tester
3397	Pot Room Supervisor
6613	Photogrammetric Engineer
3	Shock Absorber Installer
-1	Motor Vehicle Representative
-1	Crab Picker
8400	Fire Battalion Chief
539	Stocklayer
3963	Kettle Worker
9480	Digital Media Analyst
8486	Library Science Professor
-1	Database Designer
4222	Cable Machine Operator
2250	Continuous Mining Machine Contract Miner
-1	Reel Worker
358	Lacquerer
6405	Telecasting Engineer
6178	Labor Economics Professor
-1	Tool Keeper
6540	Firewood Cutter
-1	Ocean Freight Customer Relations Specialist
36	Temperer
-1	Aero Logistics Engineer
-1	Tank Car Loader
-1	Speech Writer
9413	Multimedia Producer
4006	Bow Maker
-1	Site Safety and Health Officer
2960	Forms Builder
4867	Lung Gun Operator
307	Money Counter
4075	Bindery Specialist
2454	Stockroom Selector
7380	Students Dean
2765	Firearms Model Maker
-1	Ocean Engineer
7179	Trouble Lineman
-1	Glass Inserter
9720	Mechanical Engineering Technologist
1094	Bull Bucker
-1	Sulfuric Acid Plant Supervisor
8025	Metallurgist Helper
9395	Social Worker Aide
-1	Transportation Security Officer (TSO)
-1	Logistics Vice President
7	Redcap
-1	Aerialist
6474	Door-to-Door Sales Trainer
-1	Semiconductor Wafers Probe Test Card Repairer
-1	Hydraulics Teacher
-1	Material Loader
6086	Coal Inspector
7422	Molecular Geneticist
6832	Component Fabricator
-1	Historiography Teacher
-1	Community Association Manager
3878	Pool Technician
4017	Tube Bender
-1	Infirmarian
-1	Monitor Car Operator
2803	Fabric Lay Out Worker
-1	Track Mechanic
725	Aircraft Fuselage Framer
-1	Silver Miner
958	Shafting Worker
285	Slice Plug Cutter Operator
8309	Wind Farm Engineer
3592	Tar Boiler
7073	CCU RN (Critical Care Unit Registered Nurse)
5357	Chimney Construction Supervisor
8956	Analytical Research Chemist
8961	Medical Technician (Medical Tech)
6323	Logistics Associate
5265	Producer
-1	Patient Financial Counselor
6934	Learning and Development Specialist (L and D Specialist)
2029	School Bus Monitor
-1	Slicer
8651	Power System Operator
-1	Remote Monitor
2275	Shredder Tender
-1	Wood Scaler
9735	Internet Application Developer
-1	Kier Hand
-1	Hobbies and Crafts Sales Representative
-1	Crime Research Specialist (Criminal Research Specialist)
-1	Oil Well Fishing Tool Technician
-1	Manufacturing Consultant
8103	Flight Operations Agent
1017	Hand Assembler for Puller-Over
-1	Gel-Coater
7948	Orthotic Aide
3754	Color Stripper
9504	Integration Solutions Engineer
1496	Cartridge Maker
-1	Confidential Investigator
-1	Dye House Wheel Operator
9256	Electromechanisms Design Drafter
-1	Pots and Pans Person
5251	Corporate Tax Associate
3668	Adjudications Specialist
-1	Maintenance Coordinator
-1	Piano Regulator
-1	Plant Protection Officer
-1	Well Service Pump Equipment Operator
-1	Tax Processor
5019	Media Promoter
-1	Tower Climber Technician (Tower Climber Tech)
3632	Platen Press Operator
-1	Morgue Librarian
7380	Dean of Students
-1	Train Starter
3417	Masonry Specialist
8220	Product Consultant
3067	Cyber Workforce Manager
4537	Material Liaison
-1	Tube Coater
4669	Community Development Technician
-1	Oncology Dietitian
1779	Emissions Repair Technician (Emissions Repair Tech)
1724	Quick Sketch Artist
3887	Certified Phlebotomist
2317	Skip Hoist Operator
-1	Aoc Airspace Control Officer
3405	Test Grader
-1	Generator Mechanic
6506	Coffee Attendant
1266	Auto Club Safety Program Coordinator
